text,language,state,intent
Kutch na hathkala vishay ma jano,gu,Gujarat,craft_information
What city has the Golden Temple,en,Punjab,location_information
Can you tell me about Indian culture,en,,heritage_information
Tell me about Rajasthan heritage,en,Rajasthan,state_exploration
Tell me about Indian heritage,en,,heritage_information
Namaste,en,,greeting
How do I cook pasta,en,,unknown
Describe the Mughal period in Delhi,en,Delhi,historical_period
નમસ્કાર,gu,,greeting
Gujarat na vidyaman sthalo explor karo,gu,Gujarat,state_exploration
What are the UNESCO sites in India,en,,heritage_information
What forts are in Maharashtra,en,Maharashtra,heritage_information
Tamil Nadu ina pagudhigalai patri sollunga,ta,Tamil Nadu,state_exploration
What is Patola silk weaving,en,Gujarat,craft_information
Punjab mein kya dekhna chahiye,hi,Punjab,state_exploration
Tell me about Red Fort Delhi,en,Delhi,heritage_information
Ellora Cave s baddal mahiti dya,mr,Maharashtra,heritage_information
Blue pottery kaise banti hai,hi,Rajasthan,craft_information
What was the Chola period like,en,Tamil Nadu,historical_period
What can I explore in Delhi,en,Delhi,state_exploration
नमस्कार मी कशी आहे,mr,,greeting
How is Patan connected to Patola weaving,en,Gujarat,craft_information
Tell me about Madhya Pradesh heritage,en,Madhya Pradesh,state_exploration
What is famous in Madhya Pradesh,en,Madhya Pradesh,state_exploration
Tell me about Maharashtra heritage,en,Maharashtra,state_exploration
Which place has Khajuraho Temples,en,Madhya Pradesh,location_information
Tell me about Mahatma Gandhi,en,Gujarat,person_information
Tell me about the Solanki dynasty,en,Gujarat,historical_period
Can you translate this to French,en,,unknown
नमस्ते,hi,,greeting
Where are the Ajanta Caves,en,Maharashtra,location_information
Bharatanatyam varalaru sollunga,ta,Tamil Nadu,heritage_information
I want to visit Gujarat for heritage tourism,en,Gujarat,state_exploration
What is the weather like today,en,,unknown
What is the population of India,en,,unknown
Describe Feni of Goa,en,Goa,craft_information
Tell me about Ajanta Caves,en,Maharashtra,heritage_information
Tell me about Meenakshi Temple,en,Tamil Nadu,heritage_information
Amber Fort ka itihas batao,hi,Rajasthan,heritage_information
Tell me about the Sun Temple in Gujarat,en,Gujarat,heritage_information
Rani ki Vav gurunichi mahiti dayo,gu,Gujarat,heritage_information
नमस्ते कैसे हैं,hi,,greeting
Where is the Red Fort in Delhi,en,Delhi,location_information
Can you order food for me,en,,unknown
Tell me about Basilica of Bom Jesus,en,Goa,heritage_information
What temples are in Goa,en,Goa,heritage_information
