text,language,state,intent
Ajanta Caves baddal mahiti dya,mr,Maharashtra,heritage_information
Ellora Caves baddal mahiti dya,mr,Maharashtra,heritage_information
Warli art baddal mahiti dya,mr,Maharashtra,craft_information
Maharashtra chya virasat baddal vichara,mr,Maharashtra,state_exploration
Shivaji Maharaj baddal mahiti dya,mr,Maharashtra,person_information
Maharashtra chya killya baddal sang,mr,Maharashtra,heritage_information
Maharashtra madhe kya pahayla milel,mr,Maharashtra,state_exploration
Tell me about Meenakshi Temple,en,Tamil Nadu,heritage_information
What is Bharatanatyam dance,en,Tamil Nadu,heritage_information
Describe Chola Bronze sculptures,en,Tamil Nadu,craft_information
Tell me about Tamil Nadu heritage,en,Tamil Nadu,state_exploration
What temples are in Tamil Nadu,en,Tamil Nadu,heritage_information
What is the location of Meenakshi Temple,en,Tamil Nadu,location_information
Tell me about the Chola period,en,Tamil Nadu,historical_period
Tamil Nadu koilgalai patri sollunga,ta,Tamil Nadu,heritage_information
Bharatanatyam varalaru sollunga,ta,Tamil Nadu,heritage_information
Chola bronzes eppadi seyvadhunu solunga,ta,Tamil Nadu,craft_information
Tamil Nadu ina pagudhigalai patri sollunga,ta,Tamil Nadu,state_exploration
Meenakshi Amman Temple patri sollunga,ta,Tamil Nadu,heritage_information
Madurai nila koyilgal enna,ta,Tamil Nadu,heritage_information
Tamil Nadu odu panpaadu sollunga,ta,Tamil Nadu,craft_information
Chola dynasty varalaru sollunga,ta,Tamil Nadu,historical_period
Tell me about Basilica of Bom Jesus,en,Goa,heritage_information
What is the Goa Carnival,en,Goa,festival_information
Describe Feni of Goa,en,Goa,craft_information
Tell me about Goa heritage,en,Goa,state_exploration
What can I see in Goa,en,Goa,state_exploration
What is the Portuguese heritage in Goa,en,Goa,historical_period
Tell me about the churches of Old Goa,en,Goa,heritage_information
What temples are in Goa,en,Goa,heritage_information
Tell me about Khajuraho Temples,en,Madhya Pradesh,heritage_information
What is the Sanchi Stupa,en,Madhya Pradesh,heritage_information
Describe Gond tribal art,en,Madhya Pradesh,craft_information
Tell me about Madhya Pradesh heritage,en,Madhya Pradesh,state_exploration
What is famous in Madhya Pradesh,en,Madhya Pradesh,state_exploration
Which place has Khajuraho Temples,en,Madhya Pradesh,location_information
What is the significance of Sanchi Stupa,en,Madhya Pradesh,heritage_information
Tell me about the Chandela dynasty,en,Madhya Pradesh,historical_period
Tell me about Red Fort Delhi,en,Delhi,heritage_information
What is the Qutub Minar,en,Delhi,heritage_information
Describe Chandni Chowk market,en,Delhi,heritage_information
Tell me about Delhi heritage,en,Delhi,state_exploration
What can I explore in Delhi,en,Delhi,state_exploration
Where is the Red Fort in Delhi,en,Delhi,location_information
What city has Chandni Chowk,en,Delhi,location_information
Describe the Mughal period in Delhi,en,Delhi,historical_period
What is the history of Humayun Tomb,en,Delhi,heritage_information
Tell me about Jama Masjid Delhi,en,Delhi,heritage_information
Who built the Red Fort,en,Delhi,person_information
Tell me about the Sultanate period in Delhi,en,Delhi,historical_period
Hello how are you,en,,greeting
Hi there,en,,greeting
Namaste,en,,greeting
Hello,en,,greeting
Hey how are you doing,en,,greeting
Good morning,en,,greeting
Good afternoon,en,,greeting
What is this application about,en,,greeting
How does this chatbot work,en,,greeting
Who are you,en,,greeting
What can you help me with,en,,greeting
Can you tell me about Indian culture,en,,heritage_information
Tell me about Indian heritage,en,,heritage_information
What are famous Indian monuments,en,,heritage_information
I have a question about heritage,en,,heritage_information
Tell me about Indian classical dance,en,,festival_information
What folk dances are famous in India,en,,festival_information
What historical periods are covered,en,,historical_period
Tell me about history,en,,historical_period
What are the UNESCO sites in India,en,,heritage_information
I want to visit Gujarat for heritage tourism,en,,state_exploration
I want to learn about heritage,en,,state_exploration
Tell me about heritage places in India,en,,state_exploration
What heritage sites can I explore,en,,state_exploration
What historical places are important in India,en,,state_exploration
Tell me about crafts of India,en,,craft_information
What traditional arts are famous in India,en,,craft_information
What is the weather like today,en,,unknown
Can you order food for me,en,,unknown
What is 2 plus 2,en,,unknown
Tell me a joke,en,,unknown
Who won the cricket match,en,,unknown
What stocks should I buy,en,,unknown
How do I cook pasta,en,,unknown
What is the capital of France,en,,unknown
Tell me about space exploration,en,,unknown
Can you write a poem,en,,unknown
What movies are playing,en,,unknown
How do I learn programming,en,,unknown
What is machine learning,en,,unknown
Can you translate this to French,en,,unknown
Tell me about climate change,en,,unknown
What is the population of India,en,,unknown
Can you help me with my homework,en,,unknown
Tell me about artificial intelligence,en,,unknown
What is blockchain technology,en,,unknown
How do I get a passport,en,,unknown
Tell me about cricket rules,en,,unknown
What is the meaning of life,en,,unknown
Can you recommend a movie,en,,unknown
How do I fix my computer,en,,unknown
What are the best restaurants,en,,unknown
Tell me about dinosaurs,en,,unknown
What is quantum computing,en,,unknown
Tell me about different heritage sites for each state,en,,state_exploration
What can you tell me about Punjab history,en,Punjab,historical_period
How do I explore Maharashtra,en,Maharashtra,state_exploration
What are the best places to visit in Tamil Nadu,en,Tamil Nadu,state_exploration
Tell me about Goa history and culture,en,Goa,historical_period
What makes Madhya Pradesh heritage special,en,Madhya Pradesh,heritage_information
Describe the cultural heritage of Delhi,en,Delhi,heritage_information
What are the main attractions in Gujarat,en,Gujarat,state_exploration
Which cities in Gujarat have historical importance,en,Gujarat,state_exploration
Tell me about Indian stepwell architecture,en,Gujarat,craft_information
What is the history of textile arts in Gujarat,en,Gujarat,craft_information
Who was the founder of Ahmedabad,en,Gujarat,person_information
Tell me about Champaner-Pavagadh Archaeological Park,en,Gujarat,heritage_information
What is the significance of Bhuj in Kutch,en,Gujarat,location_information
Tell me about the Kutch embroidery tradition,en,Gujarat,craft_information
Describe the Ran Utsav festival,en,Gujarat,festival_information
What are the famous fairs of Gujarat,en,Gujarat,festival_information
Tell me about Modhera Dance Festival,en,Gujarat,festival_information
What historical places are in Junagadh,en,Gujarat,heritage_information
Describe the Uparkot Fort,en,Gujarat,heritage_information
Tell me about the Asiatic Lion in Gir,en,Gujarat,heritage_information
What is the importance of Porbandar,en,Gujarat,location_information
Who was Narsinh Mehta,en,Gujarat,person_information
Tell me about Todar Mal and Gujarat,en,Gujarat,person_information
What is the Legend of Padmapriya,en,Gujarat,heritage_information
Describe the beadwork of Kutch,en,Gujarat,craft_information
What is Rabari embroidery,en,Gujarat,craft_information
Tell me about Ajrakh block printing,en,Gujarat,craft_information
What is the heritage of Surat,en,Gujarat,heritage_information
Tell me about Surat Castle,en,Gujarat,heritage_information
What happened at the Battle of Surat,en,Gujarat,historical_period
Tell me about the Mughal period in Gujarat,en,Gujarat,historical_period
What is the significance of Cambay,en,Gujarat,location_information
Tell me about Champaner heritage,en,Gujarat,heritage_information
What is the significance of Mandvi in Kutch,en,Gujarat,location_information
Tell me about the Wooden Archives of Kutch,en,Gujarat,craft_information
What is Lippan Kaam art,en,Gujarat,craft_information
Describe the Agariya salt workers tradition,en,Gujarat,craft_information
Tell me about the tribal heritage of Gujarat,en,Gujarat,heritage_information
What festivals are celebrated in Gujarat,en,Gujarat,festival_information
Tell me about the Beehive Tombs of Kutch,en,Gujarat,heritage_information
What is the maritime heritage of Gujarat,en,Gujarat,heritage_information
Tell me about the ancient ports of Gujarat,en,Gujarat,historical_period
Who built the Sidi Saiyyed Mosque,en,Gujarat,person_information
What is the Lattice work of Sidi Saiyyed,en,Gujarat,craft_information
Describe the Calico Museum of Textiles,en,Gujarat,heritage_information
Tell me about the Hutheesing Jain Temple,en,Gujarat,heritage_information
What is the architecture of Nagina Wajah's Palace,en,Gujarat,heritage_information
Tell me about Ranakpur Jain Temple in Rajasthan,en,Rajasthan,heritage_information
What are the famous stepwells of Rajasthan,en,Rajasthan,heritage_information
Describe Rajasthani miniature painting,en,Rajasthan,craft_information
Who was Maharana Pratap,en,Rajasthan,person_information
What is the history of Jaisalmer Fort,en,Rajasthan,historical_period
Tell me about the Pushkar Camel Fair,en,Rajasthan,festival_information
What is the significance of Chittorgarh Fort,en,Rajasthan,heritage_information
Describe the Mewar school of painting,en,Rajasthan,craft_information
Tell me about the Mehrangarh Fort in Jodhpur,en,Rajasthan,heritage_information
What is the history of the Rajput clans,en,Rajasthan,historical_period
Who built the Lake Palace in Udaipur,en,Rajasthan,person_information
What is the Desert Festival of Jaisalmer,en,Rajasthan,festival_information
Tell me about the Bishnoi community and wildlife conservation,en,Rajasthan,craft_information
What are the famous cuisines of Rajasthan,en,Rajasthan,craft_information
"Tell me about the Rajasthani puppet tradition, Kath",en,Rajasthan,craft_information
Describe the Shekhawati region painted havelis,en,Rajasthan,heritage_information
Tell me about the capital city of Rajasthan,en,Rajasthan,location_information
What is the Gateway of Rajasthan,en,Rajasthan,heritage_information
Who was Jodha Bai,en,Rajasthan,person_information
Tell me about the Hill Forts of Rajasthan UNESCO site,en,Rajasthan,heritage_information
What is the Mughal connection to Rajasthan,en,Rajasthan,historical_period
Tell me about the Golden Temple history and architecture,en,Punjab,heritage_information
Who built the Harmandir Sahib,en,Punjab,person_information
What is the Akal Takht and its significance,en,Punjab,heritage_information
Describe the Partition Museum in Amritsar,en,Punjab,heritage_information
Tell me about the Sikh Gurus and Punjab,en,Punjab,historical_period
What is the Wagah Border ceremony,en,Punjab,heritage_information
Describe the traditional Punjabi Jutti footwear craft,en,Punjab,craft_information
Tell me about the Lassi culture of Punjab,en,Punjab,craft_information
What historical events shaped Punjab,en,Punjab,historical_period
Who was Guru Nanak Dev Ji,en,Punjab,person_information
What is the significance of Anandpur Sahib,en,Punjab,location_information
Tell me about Patiala and its heritage,en,Punjab,heritage_information
Describe the Bhangra and Giddha dances,en,Punjab,festival_information
What is the Hola Mohalla festival,en,Punjab,festival_information
Tell me about the Kapra weaving tradition,en,Punjab,craft_information
What are the famous Gurudwaras in Punjab,en,Punjab,heritage_information
Describe the Sarson ka Saag culinary tradition,en,Punjab,craft_information
Who was Maharaja Ranjit Singh,en,Punjab,person_information
Tell me about Ranjit Singh's legacy,en,Punjab,person_information
What is the architectural style of Golden Temple,en,Punjab,heritage_information
Tell me about the Batinda Fort,en,Punjab,heritage_information
What is the history of Lahore connection to Punjab,en,Punjab,historical_period
Describe the Warli art tradition of Maharashtra,en,Maharashtra,craft_information
Who was Chhatrapati Shivaji Maharaj,en,Maharashtra,person_information
What is the significance of Raigad Fort,en,Maharashtra,heritage_information
Tell me about the Maratha Empire history,en,Maharashtra,historical_period
Describe the Kolhapuri chappal craft,en,Maharashtra,craft_information
What is the Ganesh Chaturthi festival in Maharashtra,en,Maharashtra,festival_information
Tell me about the Elephanta Caves,en,Maharashtra,heritage_information
What is the history of Pune,en,Maharashtra,historical_period
Describe the Paithani silk saree tradition,en,Maharashtra,craft_information
Who was Tilak and what is his connection to Maharashtra,en,Maharashtra,person_information
Tell me about the Vidarbha heritage,en,Maharashtra,heritage_information
What is the significance of Pratapgad Fort,en,Maharashtra,heritage_information
Describe the Lavani dance form,en,Maharashtra,festival_information
What are the UNESCO sites in Maharashtra,en,Maharashtra,heritage_information
Tell me about the Konkan heritage coast,en,Maharashtra,heritage_information
Who was Ahilyabai Holkar in Maharashtra,en,Maharashtra,person_information
Describe the Ganpatipule temple tradition,en,Maharashtra,heritage_information
What is the Maratha war history,en,Maharashtra,historical_period
Tell me about the Bajirao legacy,en,Maharashtra,person_information
Describe the Kolam art of Maharashtra,en,Maharashtra,craft_information
Tell me about Madurai Meenakshi Amman Temple history,en,Tamil Nadu,heritage_information
Who was Rajaraja Chola,en,Tamil Nadu,person_information
What is the significance of Thanjavur Brihadeeswara Temple,en,Tamil Nadu,heritage_information
Describe the Tanjore painting tradition,en,Tamil Nadu,craft_information
Tell me about the Chola bronze casting technique,en,Tamil Nadu,craft_information
What is the Pongal festival in Tamil Nadu,en,Tamil Nadu,festival_information
Describe the Madras music season,en,Tamil Nadu,festival_information
Tell me about Mahabalipuram shore temple,en,Tamil Nadu,heritage_information
What is the significance of Kanchipuram silk,en,Tamil Nadu,craft_information
Who was Thiruvalluvar,en,Tamil Nadu,person_information
Tell me about the Sangam period literature,en,Tamil Nadu,historical_period
Describe the Bharatanatyam classical dance tradition,en,Tamil Nadu,festival_information
What is the temple architecture of Dravidian style,en,Tamil Nadu,craft_information
Tell me about the Nagarcoil temple,en,Tamil Nadu,heritage_information
What is the Great Living Chola Temples UNESCO site,en,Tamil Nadu,heritage_information
Describe the Kolam rangoli tradition,en,Tamil Nadu,craft_information
Who was Rani Velu Nachiyar,en,Tamil Nadu,person_information
Tell me about the Jallikattu bull-taming tradition,en,Tamil Nadu,heritage_information
What is the history of Mamallapuram,en,Tamil Nadu,historical_period
Describe the Chettinad mansion architecture,en,Tamil Nadu,craft_information
Who built the Shore Temple at Mamallapuram,en,Tamil Nadu,person_information
Tell me about the Palani Murugan Temple,en,Tamil Nadu,heritage_information
Describe the traditional Tamilnadu bronze iconography,en,Tamil Nadu,craft_information
Tell me about the Basilica of Bom Jesus history,en,Goa,heritage_information
Who was St Francis Xavier,en,Goa,person_information
What is the Portuguese colonial heritage of Goa,en,Goa,historical_period
Describe the Goa Inquisition history,en,Goa,historical_period
Tell me about the Divar Island heritage,en,Goa,heritage_information
What is the significance of Se Cathedral,en,Goa,heritage_information
Describe the Kunbi saree weaving tradition,en,Goa,craft_information
Tell me about the Menezes Braganza House,en,Goa,heritage_information
What is the history of Old Goa as a capital,en,Goa,historical_period
Describe the Goan Cashew and Feni tradition,en,Goa,craft_information
Tell me about the Mangueshi Temple,en,Goa,heritage_information
What is the significance of Mangeshi Temple architecture,en,Goa,heritage_information
Describe the Lamp or Deep Prajwal tradition of Goa,en,Goa,festival_information
Tell me about the Goan Carnival festival,en,Goa,festival_information
What is the heritage of Fontainhas Latin Quarter,en,Goa,heritage_information
Who was Adil Shah and Goa connection,en,Goa,person_information
Tell me about the Reis Magos Fort,en,Goa,heritage_information
Describe the traditional Goan Catholic architecture,en,Goa,craft_information
What is the Tiatr theatrical tradition of Goa,en,Goa,heritage_information
Tell me about the Chandor Heritage Mansion,en,Goa,heritage_information
Describe the Kunbi community weaving in Goa,en,Goa,craft_information
Tell me about Khajuraho Temple complex history,en,Madhya Pradesh,heritage_information
What is the significance of Sanchi Stupa for Buddhism,en,Madhya Pradesh,heritage_information
Who was the Chandela ruler who built Khajuraho,en,Madhya Pradesh,person_information
Describe the Khajuraho sculpture tradition,en,Madhya Pradesh,craft_information
Tell me about Orchha heritage town,en,Madhya Pradesh,heritage_information
What is the significance of Bhimbetka rock shelters,en,Madhya Pradesh,heritage_information
Describe the Mandu Afghan architecture heritage,en,Madhya Pradesh,heritage_information
Tell me about the Udayagiri Caves,en,Madhya Pradesh,heritage_information
What is the history of Bhopal and its heritage,en,Madhya Pradesh,historical_period
Describe the Gond tribal art tradition,en,Madhya Pradesh,craft_information
Who was Rani Durgavati of Gondwana,en,Madhya Pradesh,person_information
Tell me about the Pachmarhi hill station heritage,en,Madhya Pradesh,heritage_information
What is the Panna diamond heritage region,en,Madhya Pradesh,heritage_information
Describe the Bagh cave paintings,en,Madhya Pradesh,heritage_information
Tell me about the Chanderi silk weaving tradition,en,Madhya Pradesh,craft_information
What is the history of Dhar and Mandu,en,Madhya Pradesh,historical_period
Describe the Bagh print textile tradition,en,Madhya Pradesh,craft_information
Who was Ashoka and his connection to Sanchi,en,Madhya Pradesh,person_information
Tell me about the Satpura Range heritage,en,Madhya Pradesh,heritage_information
What is the Khajuraho Dance Festival,en,Madhya Pradesh,festival_information
Tell me about the Red Fort history and Mughal architecture,en,Delhi,heritage_information
What is the Qutub Minar and its history,en,Delhi,heritage_information
Who built the Qutub Minar,en,Delhi,person_information
Describe the Mughal architectural style in Delhi,en,Delhi,heritage_information
Tell me about Chandni Chowk history,en,Delhi,historical_period
What is the significance of India Gate,en,Delhi,heritage_information
Describe the Lodi Garden heritage,en,Delhi,heritage_information
Tell me about Humayun Tomb architecture,en,Delhi,heritage_information
What is the Purana Qila history,en,Delhi,historical_period
Describe the Nizamuddin Dargah tradition,en,Delhi,heritage_information
Who was Shah Jahan and Delhi's heritage,en,Delhi,person_information
Tell me about the Old Delhi walled city,en,Delhi,heritage_information
What is the Jantar Mantar observatory,en,Delhi,heritage_information
Describe the Connaught Place colonial architecture,en,Delhi,heritage_information
Tell me about the Safdarjung Tomb,en,Delhi,heritage_information
What is the history of Lutyens Delhi,en,Delhi,historical_period
Describe the Chandni Chowk street food heritage,en,Delhi,craft_information
Who was Bahadur Shah Zafar and Delhi,en,Delhi,person_information
Tell me about the Tughlaqabad Fort,en,Delhi,heritage_information
What is the Agrasen Ki Baoli stepwell,en,Delhi,heritage_information
Describe the Delhi Sultanate period architecture,en,Delhi,historical_period
Tell me about the Feroz Shah Kotla ruins,en,Delhi,heritage_information
What is the significance of Mehrauli Archaeological Park,en,Delhi,heritage_information
Describe the Khooni Darwaza history,en,Delhi,heritage_information
Namaskar,hi,,greeting
नमस्ते,hi,,greeting
नमस्कार,hi,,greeting
नमस्ते कैसे हैं,hi,,greeting
सत श्री अकाल,hi,,greeting
क्या आप मुझे भारतीय विरासत के बारे में बता सकते हैं,hi,,heritage_information
भारत की सांस्कृतिक विरासत के बारे में बताओ,hi,,heritage_information
महाराष्ट्रातील किल्ल्यांबद्दल माहिती द्या,mr,Maharashtra,heritage_information
महाराष्ट्रातील वारसा स्थळांबद्दल सांगा,mr,Maharashtra,state_exploration
तमिऴ्नाड்டின் பாரம்பரிய இடங்களைப் பற்றி சொல்லுங்கள்,ta,Tamil Nadu,heritage_information
ਪੰਜਾਬ ਦੀ ਵਿਰਾਸਤ ਬਾਰੇ ਦੱਸੋ,pa,Punjab,heritage_information
Punjab di virasat bare daso,pa,Punjab,heritage_information
Golden Temple da itihas daso,pa,Punjab,heritage_information
Bhangra nritya bare daso,pa,Punjab,festival_information
Phulkari kive bani jandi hai,pa,Punjab,craft_information
Punjab vich ki vekhna chahida,pa,Punjab,state_exploration
Sikh itihas bare daso,pa,Punjab,historical_period
Amritsar de heritage sites daso,pa,Punjab,heritage_information
Tell me about the weather in Gujarat,en,,unknown
What time is it,en,,unknown
Can you help me book a flight,en,,unknown
Tell me about the stock market,en,,unknown
What is the latest news,en,,unknown
Can you play music for me,en,,unknown
Tell me about cricket scores,en,,unknown
What is a good recipe for dinner,en,,unknown
How do I lose weight,en,,unknown
Can you recommend a book to read,en,,unknown
Tell me about quantum physics,en,,unknown
What is cryptocurrency,en,,unknown
What are good career options,en,,unknown
How do I learn a new language,en,,unknown
Can you help me find a job,en,,unknown
Tell me about world war 2,en,,unknown
What is the meaning of philosophy,en,,unknown
Can you explain blockchain to me,en,,unknown
Tell me about Gujarat na varso,en,Gujarat,heritage_information
Gujarat na heritage places,en,Gujarat,heritage_information
Explain the significance of Dholavira,en,Gujarat,heritage_information
What makes Patola weaving unique,en,Gujarat,craft_information
How old is the Sun Temple at Modhera,en,Gujarat,historical_period
Describe the cultural impact of Mahatma Gandhi,en,Gujarat,person_information
What is the Rann Utsav festival,en,Gujarat,festival_information
Tell me about the ancient stepwells of Gujarat,en,Gujarat,heritage_information
What crafts are famous in Bhuj,en,Gujarat,craft_information
Who founded the city of Ahmedabad,en,Gujarat,person_information
Tell me about the Indus Valley ruins at Dholavira,en,Gujarat,historical_period
What is the heritage significance of Lothal,en,Gujarat,heritage_information
Describe the architectural marvel of Rani ki Vav,en,Gujarat,heritage_information
What is the history of Somnath Temple,en,Gujarat,historical_period
Tell me about the textile heritage of Surat,en,Gujarat,craft_information
What is the importance of Dwarka in Hindu tradition,en,Gujarat,heritage_information
Describe the traditional Garba dance,en,Gujarat,festival_information
What is the significance of Navratri in Gujarat,en,Gujarat,festival_information
Tell me about the beadwork of Kutch artisans,en,Gujarat,craft_information
What is the history of Junagadh Fort,en,Gujarat,historical_period
Describe the Lippan art tradition of Kutch,en,Gujarat,craft_information
Tell me about the wooden toys of Gujarat,en,Gujarat,craft_information
What is the significance of Palitana temples,en,Gujarat,heritage_information
Describe the traditional Ghagra Choli attire of Gujarat,en,Gujarat,craft_information
Who was Jhaverchand Kalidas,en,Gujarat,person_information
Tell me about the Rani no Hajiro in Ahmedabad,en,Gujarat,heritage_information
What is the heritage of Vadodara city,en,Gujarat,heritage_information
Describe the traditional Gujarati Katha storytelling tradition,en,Gujarat,heritage_information
Tell me about the architecture of Modhera Sun Temple,en,Gujarat,heritage_information
What is the significance of Statue of Unity,en,Gujarat,heritage_information
Tell me about Ahmedabad ni old city,en,Gujarat,heritage_information
Explain the Patola silk weaving tradition,en,Gujarat,craft_information
Describe the Kutch desert culture,en,Gujarat,heritage_information
What is the traditional Ghodi dance of Gujarat,en,Gujarat,festival_information
Tell me about Dang district tribal heritage,en,Gujarat,heritage_information
What is the history of Bharuch as an ancient port,en,Gujarat,historical_period
Describe the traditional mud mirror work of Kutch,en,Gujarat,craft_information
Who was Veer Lalji Vanika,en,Gujarat,person_information
Tell me about the Wankaner Palace,en,Gujarat,heritage_information
What is the architectural style of Sarkhej Roza,en,Gujarat,heritage_information
Tell me about Rajasthan forts and palaces,en,Rajasthan,heritage_information
Describe the traditional Rajasthani Leheriya textile,en,Rajasthan,craft_information
What is the history of Jodhpur blue city,en,Rajasthan,historical_period
Tell me about Jaipur pink city heritage,en,Rajasthan,heritage_information
Who was Rani Padmini of Chittor,en,Rajasthan,person_information
Describe the Bundi school of miniature painting,en,Rajasthan,craft_information
What is the significance of Dilwara Temples,en,Rajasthan,heritage_information
Tell me about Mount Abu and its heritage,en,Rajasthan,heritage_information
Describe the traditional Rajasthani Ghoomar dance,en,Rajasthan,festival_information
What is the history of Udaipur Lake City,en,Rajasthan,historical_period
Tell me about Sikar and Shekhawati painted havelis,en,Rajasthan,heritage_information
Describe the Kundan jewelry tradition of Rajasthan,en,Rajasthan,craft_information
What is the Bikaner Camel Festival,en,Rajasthan,festival_information
Tell me about the Bundi stepwells of Rajasthan,en,Rajasthan,heritage_information
Who was Prithviraj Chauhan,en,Rajasthan,person_information
Describe the traditional Rajasthani bandhani tie-dye,en,Rajasthan,craft_information
What is the Mehrangarh Fort Museum heritage,en,Rajasthan,heritage_information
Tell me about the Marwar region heritage,en,Rajasthan,heritage_information
Describe the Kathputli puppet tradition of Rajasthan,en,Rajasthan,craft_information
What is the significance of Ajmer Sharif Dargah,en,Rajasthan,heritage_information
Tell me about the Amber Fort light and sound show,en,Rajasthan,heritage_information
Describe the Pokhran Fort history,en,Rajasthan,historical_period
What is the Bishnoi village safari heritage,en,Rajasthan,heritage_information
Tell me about the traditional Rajasthani safa turban,en,Rajasthan,craft_information
Who was Rana Sanga of Mewar,en,Rajasthan,person_information
Describe the traditional Mewari painting style,en,Rajasthan,craft_information
What is the Kumbhalgarh Great Wall of India,en,Rajasthan,heritage_information
Tell me about the Ranthambore Fort and tiger heritage,en,Rajasthan,heritage_information
Describe the Nagaur cattle fair tradition,en,Rajasthan,festival_information
What is the significance of Ranakpur Jain Temple,en,Rajasthan,heritage_information
Tell me about the history of Alwar and Sariska,en,Rajasthan,historical_period
Describe the traditional blue pottery of Jaipur,en,Rajasthan,craft_information
What is the Joari Bazaar heritage of Jaipur,en,Rajasthan,heritage_information
Tell me about the Toorji Ka Jhalra stepwell,en,Rajasthan,heritage_information
Who was Gulab Singh and Jammu heritage,en,Delhi,historical_period
gujarat na heritage places vishe janavo,gu,Gujarat,heritage_information
modhera surya mandir vishe mahiti aapo,gu,Gujarat,heritage_information
rani ki vav kya aveli chhe,gu,Gujarat,location_information
gujarat ma kaya historical places chhe,gu,Gujarat,state_exploration
somnath mandir no itihas janavo,gu,Gujarat,heritage_information
ahmedabad ni heritage sites batavo,gu,Gujarat,state_exploration
gujarat na kila vishe janavo,gu,Gujarat,heritage_information
gujarat ni sanskrutik virasat shu chhe,gu,Gujarat,state_exploration
gujarat ma farva jeva historical places kaya chhe,gu,Gujarat,state_exploration
gujarat no itihas janavo,gu,Gujarat,historical_period
