text,language,state,intent
Who was Ahilyabai Holkar in Maharashtra,en,Maharashtra,person_information
madhya pradesh ke tribal areas dikhao,hi,Madhya Pradesh,state_exploration
modhera surya mandir kahan hai,hi,Gujarat,location_information
Tell me about the Bishnoi community and wildlife conservation,en,Rajasthan,craft_information
Tell me about the churches of Old Goa,en,Goa,heritage_information
gujarat ma kai cultural heritage chhe,gu,Gujarat,heritage_information
Describe the Lavani dance form,en,Maharashtra,festival_information
Who built the Red Fort,en,Delhi,person_information
Who was Prithviraj Chauhan,en,Rajasthan,person_information
क्या आप मुझे भारतीय विरासत के बारे में बता सकते हैं,hi,,heritage_information
Describe Feni of Goa,en,Goa,craft_information
What is the heritage of Surat,en,Gujarat,heritage_information
Tell me about Indian heritage,en,,heritage_information
Tell me about heritage places in India,en,,state_exploration
gujarat na famous temples kai chhe,gu,Gujarat,heritage_information
What is the history of Junagadh Fort,en,Gujarat,historical_period
uttarayan ka festival kab hota hai,hi,Gujarat,festival_information
gandhinagar ma swaminarayan temple vishe janavo,gu,Gujarat,heritage_information
golden temple kithon hai,pa,Punjab,location_information
sardar patel kaun the,hi,Gujarat,person_information
gujarat ma kai wildlife sanctuaries chhe,gu,Gujarat,state_exploration
Who was Thiruvalluvar,en,Tamil Nadu,person_information
Tell me about the Lassi culture of Punjab,en,Punjab,craft_information
What are the famous fairs of Gujarat,en,Gujarat,festival_information
What heritage sites can I explore,en,,state_exploration
Tell me about Amber Fort,en,Rajasthan,heritage_information
Ajanta Caves baddal mahiti dya,mr,Maharashtra,heritage_information
Describe the Kolam rangoli tradition,en,Tamil Nadu,craft_information
Tell me about Jama Masjid Delhi,en,Delhi,heritage_information
madhya pradesh me konsa mandir sabse famous hai,hi,Madhya Pradesh,heritage_information
Can you translate this to French,en,,unknown
What are the best places to visit in Tamil Nadu,en,Tamil Nadu,state_exploration
Describe the Partition Museum in Amritsar,en,Punjab,heritage_information
Who was Shah Jahan and Delhi's heritage,en,Delhi,person_information
Tell me about the Chanderi silk weaving tradition,en,Madhya Pradesh,craft_information
Describe the Mughal architectural style in Delhi,en,Delhi,heritage_information
What is the Joari Bazaar heritage of Jaipur,en,Rajasthan,heritage_information
sanchi stupa kisne banaya,hi,Madhya Pradesh,person_information
Describe Warli tribal art,en,Maharashtra,craft_information
indha idathoda varalaru enna,ta,Tamil Nadu,historical_period
Tell me about Delhi heritage,en,Delhi,state_exploration
aurangabad ki gufa kahan hai,hi,Maharashtra,location_information
gujarat na heritage places vishe janavo,gu,Gujarat,heritage_information
Describe the Warli art tradition of Maharashtra,en,Maharashtra,craft_information
rajkot ma jyotirlinga chhe kya,gu,Gujarat,location_information
How do I learn programming,en,,unknown
patola silk weaving kai rite thay chhe,gu,Gujarat,craft_information
What is the Bikaner Camel Festival,en,Rajasthan,festival_information
What is the history of Ahmedabad old city,en,Gujarat,historical_period
navratri ma kya karo chhe,gu,Gujarat,festival_information
What is the meaning of philosophy,en,,unknown
porbandar ni heritage vishe janavo,gu,Gujarat,heritage_information
What traditional crafts does Kutch produce,en,Gujarat,craft_information
golden temple kisne banaya,hi,Punjab,person_information
madhya pradesh me kya dekhna chahiye,hi,Madhya Pradesh,state_exploration
ahmedabad ki old city kahan hai,hi,Gujarat,location_information
Tell me about the Goan Carnival festival,en,Goa,festival_information
gujarat ma kai ashram chhe,gu,Gujarat,heritage_information
What is the location of Meenakshi Temple,en,Tamil Nadu,location_information
gandhinagar thi somnath ketla km chhe,gu,Gujarat,location_information
Tell me a joke,en,,unknown
Tell me about Sikar and Shekhawati painted havelis,en,Rajasthan,heritage_information
Describe the traditional Ghagra Choli attire of Gujarat,en,Gujarat,craft_information
tamilnadu odu panpaadu sollunga,ta,Tamil Nadu,craft_information
gujarat ma kai durg chhe,gu,Gujarat,heritage_information
Who was St Francis Xavier,en,Goa,person_information
meenakshi amman temple patri sollunga,ta,Tamil Nadu,heritage_information
Tell me about the Maratha era,en,Maharashtra,historical_period
lavani nritya kase kela jato,mr,Maharashtra,festival_information
bharat ki sabse famous heritage sites batao,hi,,heritage_information
Tell me about the Rann of Kutch festival,en,Gujarat,festival_information
What is the Sanchi Stupa,en,Madhya Pradesh,heritage_information
elephanta caves baddal mahiti dya,mr,Maharashtra,heritage_information
ahmedabad ma kai old buildings chhe,gu,Gujarat,heritage_information
chola bronzes eppadi seyvadhunu solunga,ta,Tamil Nadu,craft_information
gujarat ni sanskrutik virasat shu chhe,gu,Gujarat,state_exploration
What historical places are in Junagadh,en,Gujarat,heritage_information
What movies are playing,en,,unknown
Where are the Ajanta Caves,en,Maharashtra,location_information
meenakshi temple kahan hai,hi,Tamil Nadu,location_information
What can I see in Goa,en,Goa,state_exploration
bharatanatyam varalaru sollunga,ta,Tamil Nadu,festival_information
What is the maritime heritage of Gujarat,en,Gujarat,heritage_information
Tell me about the Rani no Hajiro in Ahmedabad,en,Gujarat,heritage_information
gujarat ma kai kites festival chhe,gu,Gujarat,festival_information
Describe the Bharatanatyam classical dance tradition,en,Tamil Nadu,festival_information
What is the history of Old Goa as a capital,en,Goa,historical_period
sabse purana konsa killa hai,hi,,heritage_information
gujarat ma kai iron pillar chhe,gu,Gujarat,heritage_information
amber fort ka itihas batao,hi,Rajasthan,heritage_information
Describe the traditional Gujarati Katha storytelling tradition,en,Gujarat,heritage_information
vallabhbhai patel ni jivan vishe janavo,gu,Gujarat,person_information
Tell me about the Safdarjung Tomb,en,Delhi,heritage_information
Describe the Kunbi saree weaving tradition,en,Goa,craft_information
Tell me about the textile heritage of Surat,en,Gujarat,craft_information
Explain the significance of Dholavira,en,Gujarat,heritage_information
What is the significance of Dilwara Temples,en,Rajasthan,heritage_information
Tell me about Indian textile traditions,en,Gujarat,craft_information
jaipur ki blue pottery kaise banti hai,hi,Rajasthan,craft_information
punjab de mashhoor virasati sthan kehde ne,pa,Punjab,state_exploration
Hello how are you,en,,greeting
gandhinagar ma gift city chhe kya,gu,Gujarat,location_information
mahatma gandhi ni jivan leela janavo,gu,Gujarat,person_information
tamilnadula famous heritage places enna,ta,Tamil Nadu,heritage_information
What is the Hola Mohalla festival,en,Punjab,festival_information
Describe the Ran Utsav festival,en,Gujarat,festival_information
What is the heritage of Vadodara city,en,Gujarat,heritage_information
patan ni adalaj vav vishe janavo,gu,Gujarat,heritage_information
What era was the Sun Temple built in,en,Gujarat,historical_period
gujarat na kai literary heritage chhe,gu,Gujarat,heritage_information
Tell me about Dang district tribal heritage,en,Gujarat,heritage_information
su chhe majama,gu,,greeting
What is blockchain technology,en,,unknown
rani ki vav kya aveli chhe,gu,Gujarat,location_information
What is the significance of Mehrauli Archaeological Park,en,Delhi,heritage_information
madurai me kya dekhna chahiye,hi,Tamil Nadu,state_exploration
Hello,en,,greeting
How old is the Sun Temple at Modhera,en,Gujarat,historical_period
amreli ma kai jova lakhay chhe,gu,Gujarat,state_exploration
jaipur me kya dekhna chahiye,hi,Rajasthan,state_exploration
su recent news chhe,gu,,unknown
Maharashtra madhe kya pahayla milel,mr,Maharashtra,state_exploration
What is Garba dance,en,Gujarat,festival_information
What is the importance of Porbandar,en,Gujarat,location_information
Who was Jodha Bai,en,Rajasthan,person_information
Tell me about Mahatma Gandhi,en,Gujarat,person_information
What is the heritage of Fontainhas Latin Quarter,en,Goa,heritage_information
Who was Rani Padmini of Chittor,en,Rajasthan,person_information
What is the history of the Rajput clans,en,Rajasthan,historical_period
tamil nadu ke temples ke bare mein batao,hi,Tamil Nadu,heritage_information
"Tell me about the Rajasthani puppet tradition, Kath",en,Rajasthan,craft_information
Describe Chola Bronze sculptures,en,Tamil Nadu,craft_information
who was sardar patel,gu,Gujarat,person_information
Namaskar,hi,,greeting
Phulkari kaise banti hai,hi,Punjab,craft_information
Describe the Calico Museum of Textiles,en,Gujarat,heritage_information
sabarmati ashram kya avelu che,gu,Gujarat,location_information
Tell me about the Marwar region heritage,en,Rajasthan,heritage_information
What are the famous Gurudwaras in Punjab,en,Punjab,heritage_information
Warli art baddal mahiti dya,mr,Maharashtra,craft_information
kutch me kya famous hai,hi,Gujarat,state_exploration
Describe the Kutch desert culture,en,Gujarat,heritage_information
punjab ch kide kille ne,pa,Punjab,heritage_information
champaner pavagadh no itihas janavo,gu,Gujarat,historical_period
jamnagar ma kai heritage chhe,gu,Gujarat,state_exploration
punjab de kille daso,pa,Punjab,heritage_information
amdavad na navrangpura ma kai chhe,gu,Gujarat,state_exploration
Tell me about Basilica of Bom Jesus,en,Goa,heritage_information
Tell me about Mount Abu and its heritage,en,Rajasthan,heritage_information
phulkari kive bani jandi hai,pa,Punjab,craft_information
Tell me about the Beehive Tombs of Kutch,en,Gujarat,heritage_information
Can you recommend a book to read,en,,unknown
What is the significance of Sanchi Stupa for Buddhism,en,Madhya Pradesh,heritage_information
maharashtra madhe konsa fort famous aahe,mr,Maharashtra,heritage_information
red fort ka itihas batao,hi,Delhi,heritage_information
Who built the Lake Palace in Udaipur,en,Rajasthan,person_information
sanchi stupa kahan hai,hi,Madhya Pradesh,location_information
Describe the Agariya salt workers tradition,en,Gujarat,craft_information
Describe the Uparkot Fort,en,Gujarat,heritage_information
dholavira archaeological site vishe mahiti aapo,gu,Gujarat,heritage_information
Describe the Shekhawati region painted havelis,en,Rajasthan,heritage_information
What is cryptocurrency,en,,unknown
aadharstambh kya hai,hi,Delhi,heritage_information
ahmedabad ma heritage walk chhe kya,gu,Gujarat,location_information
Who was Rana Sanga of Mewar,en,Rajasthan,person_information
What is the Wagah Border ceremony,en,Punjab,heritage_information
महाराष्ट्रातील वारसा स्थळांबद्दल सांगा,mr,Maharashtra,state_exploration
maharana pratap ka itihas batao,hi,Rajasthan,person_information
What is the latest news,en,,unknown
Tell me about the Amber Fort light and sound show,en,Rajasthan,heritage_information
What is the Legend of Padmapriya,en,Gujarat,heritage_information
Hey how are you doing,en,,greeting
kutch ni bandhani vishe batavo,gu,Gujarat,craft_information
Who was Narsinh Mehta,en,Gujarat,person_information
chandni chowk kahan hai,hi,Delhi,location_information
What can I see in Rajasthan,en,Rajasthan,state_exploration
What are the Ellora Caves,en,Maharashtra,heritage_information
What is the significance of Palitana temples,en,Gujarat,heritage_information
gujarat ke famous temples dikhao,hi,Gujarat,heritage_information
Describe the Lamp or Deep Prajwal tradition of Goa,en,Goa,festival_information
gujarat ma kai hindu temples chhe,gu,Gujarat,heritage_information
somnath mandir kya chhe,gu,Gujarat,location_information
Tell me about Dwarkadhish Temple,en,Gujarat,heritage_information
What is the history of Mamallapuram,en,Tamil Nadu,historical_period
Tell me about Sikh heritage in Punjab,en,Punjab,heritage_information
What is the Desert Festival of Jaisalmer,en,Rajasthan,festival_information
nargund mandir kya chhe,gu,Gujarat,location_information
Punjab mein kya dekhna chahiye,hi,Punjab,state_exploration
ahmedabad ni heritage sites batavo,gu,Gujarat,state_exploration
mumbai madhe kya pahayla milel,mr,Maharashtra,state_exploration
Tell me about Ajanta Caves,en,Maharashtra,heritage_information
What is the history of Bhopal and its heritage,en,Madhya Pradesh,historical_period
Describe the Paithani silk saree tradition,en,Maharashtra,craft_information
gujarat na famous heritage places batavo,hi,Gujarat,state_exploration
Maharashtra chya killya baddal sang,mr,Maharashtra,heritage_information
pongal festival eppadi manappadugirathu,ta,Tamil Nadu,festival_information
Who won the cricket match,en,,unknown
hello kem cho,gu,,greeting
What city is Amber Fort in,en,Rajasthan,location_information
gujarat ma kai stepwells farva layak chhe,gu,Gujarat,state_exploration
What is the significance of Thanjavur Brihadeeswara Temple,en,Tamil Nadu,heritage_information
Punjab ki virasat ke baare mein batao,hi,Punjab,state_exploration
Tell me about Goa heritage,en,Goa,state_exploration
rajasthan me kahan kahan kille hai,hi,Rajasthan,heritage_information
rajkot ke bare me jankari chahiye,hi,Gujarat,heritage_information
सत श्री अकाल,hi,,greeting
Rajasthan ke killo ke baare mein batao,hi,Rajasthan,heritage_information
dilli ke kille batao,hi,Delhi,heritage_information
Amritsar de heritage sites daso,pa,Punjab,heritage_information
What is the history of Somnath Temple,en,Gujarat,historical_period
gujarat na jetta temples chhe,gu,Gujarat,heritage_information
delhi me konsa fort sabse famous hai,hi,Delhi,heritage_information
gujarat na kila vishe janavo,gu,Gujarat,heritage_information
Tell me about Red Fort Delhi,en,Delhi,heritage_information
What traditional arts are famous in India,en,,craft_information
ajanta gufa ka itihas batao,hi,Maharashtra,heritage_information
What can I explore in Gujarat,en,Gujarat,state_exploration
Tell me about Adalaj Stepwell,en,Gujarat,heritage_information
Describe the Bagh cave paintings,en,Madhya Pradesh,heritage_information
Who was Chhatrapati Shivaji Maharaj,en,Maharashtra,person_information
How is Navratri celebrated in Gujarat,en,Gujarat,festival_information
dholavira no itihas janavo,gu,Gujarat,historical_period
ajanta gufya kuthye ahet,mr,Maharashtra,location_information
who is jhaverchand kalidas,gu,Gujarat,person_information
What is the significance of India Gate,en,Delhi,heritage_information
mujhe kuch naya sikhao virasat ke bare me,hi,,state_exploration
gandhi ashram kya avelu chhe,gu,Gujarat,location_information
What historical periods are covered in the Gujarat timeline,en,Gujarat,historical_period
Tell me about world war 2,en,,unknown
नमस्कार,hi,,greeting
kutch ma kai kila chhe,gu,Gujarat,heritage_information
Tell me about Khajuraho Temples,en,Madhya Pradesh,heritage_information
How do I cook pasta,en,,unknown
rajkot nu khojvato chhe,gu,Gujarat,state_exploration
rajkot me konsi jagah famous hai,hi,Gujarat,state_exploration
Tell me about Punjab heritage,en,Punjab,state_exploration
What is the Kumbhalgarh Great Wall of India,en,Rajasthan,heritage_information
What are the UNESCO sites in India,en,,heritage_information
Who was Guru Nanak Dev Ji,en,Punjab,person_information
What is the population of India,en,,unknown
punjab ke famous festivals batao,hi,Punjab,festival_information
What happened at the Battle of Surat,en,Gujarat,historical_period
What is the significance of Cambay,en,Gujarat,location_information
khajuraho kisne banaya,hi,Madhya Pradesh,person_information
mere pas me kya heritage sites hai,hi,,state_exploration
Tell me about Mahabalipuram shore temple,en,Tamil Nadu,heritage_information
Tell me about the Chandor Heritage Mansion,en,Goa,heritage_information
What is the Portuguese colonial heritage of Goa,en,Goa,historical_period
What is the Rann Utsav festival,en,Gujarat,festival_information
ellora kuthye ahet,mr,Maharashtra,location_information
Tell me about the Reis Magos Fort,en,Goa,heritage_information
junagadh ma kai chhe,gu,Gujarat,state_exploration
enakku pakkathula heritage places kaamikka mudiyuma,ta,Tamil Nadu,state_exploration
What is the Akal Takht and its significance,en,Punjab,heritage_information
rajasthan ke famous heritage places kaun se hai,hi,Rajasthan,state_exploration
gujarat ma kai national parks chhe,gu,Gujarat,state_exploration
su karo chhe tare,gu,,unknown
ajanta caves kahan hai,hi,Maharashtra,location_information
What can I explore in Delhi,en,Delhi,state_exploration
savaji bholanath vishe mahiti aapo,gu,Gujarat,person_information
What is the Great Living Chola Temples UNESCO site,en,Tamil Nadu,heritage_information
How do I explore Maharashtra,en,Maharashtra,state_exploration
rajasthan ke kille kaise hai,hi,Rajasthan,heritage_information
Tell me about history,en,,historical_period
Gujarat na heritage places,en,Gujarat,heritage_information
Which place has Khajuraho Temples,en,Madhya Pradesh,location_information
amritsar me kya dekhna chahiye,hi,Punjab,state_exploration
Tell me about the Menezes Braganza House,en,Goa,heritage_information
su tamari help chhe,gu,,greeting
Describe the traditional mud mirror work of Kutch,en,Gujarat,craft_information
Describe the beadwork of Kutch,en,Gujarat,craft_information
What forts are in Gujarat,en,Gujarat,heritage_information
Tell me about Indian classical dance,en,,festival_information
Tell me about Gujarat na varso,en,Gujarat,heritage_information
qutub minar kyun bana,hi,Delhi,heritage_information
kolhapuri chappal kase banavli jate,mr,Maharashtra,craft_information
ganesha chaturthi kasa manavla jato,mr,Maharashtra,festival_information
Tell me about Orchha heritage town,en,Madhya Pradesh,heritage_information
ahmedabad ni heritage walk kya thi aarambhe chhe,gu,Gujarat,location_information
Describe the Delhi Sultanate period architecture,en,Delhi,historical_period
gandhi ji nu jivan vishe batavo,gu,Gujarat,person_information
Describe Gond tribal art,en,Madhya Pradesh,craft_information
rani ki vav vishe mahiti aapo,gu,Gujarat,heritage_information
Describe the Madras music season,en,Tamil Nadu,festival_information
Namaste,en,,greeting
Who was Rani Velu Nachiyar,en,Tamil Nadu,person_information
Can you order food for me,en,,unknown
Describe the Dholavira archaeological site,en,Gujarat,heritage_information
maharashtra me famous kille batao,hi,Maharashtra,heritage_information
goa me kya dekhna chahiye,hi,Goa,state_exploration
Tell me about Khajuraho Temple complex history,en,Madhya Pradesh,heritage_information
gujarat ma kai religious places chhe,gu,Gujarat,heritage_information
maharashtratil forts kontya ahet,mr,Maharashtra,heritage_information
Describe the Mandu Afghan architecture heritage,en,Madhya Pradesh,heritage_information
What is the significance of Bhimbetka rock shelters,en,Madhya Pradesh,heritage_information
ahmedabad ni old city vishe janavo,gu,Gujarat,heritage_information
Who built the Sidi Saiyyed Mosque,en,Gujarat,person_information
What is the Agrasen Ki Baoli stepwell,en,Delhi,heritage_information
Tell me about the Jallikattu bull-taming tradition,en,Tamil Nadu,heritage_information
Tell me about the Golden Temple history and architecture,en,Punjab,heritage_information
Tell me about Surat Castle,en,Gujarat,heritage_information
Tell me about the Mughal period in Gujarat,en,Gujarat,historical_period
Describe Phulkari embroidery,en,Punjab,craft_information
Tell me about the history of Alwar and Sariska,en,Rajasthan,historical_period
What city has Chandni Chowk,en,Delhi,location_information
kya aap mujhe bharat ke kille dikha sakte ho,hi,,heritage_information
adlaj ni vav kya chhe,gu,Gujarat,location_information
What is the Lattice work of Sidi Saiyyed,en,Gujarat,craft_information
surat ni history janavo,gu,Gujarat,historical_period
gujarat na famous persons kai chhe,gu,Gujarat,person_information
Tell me about the Bundi stepwells of Rajasthan,en,Rajasthan,heritage_information
gujarat ma kai archaeological sites chhe,gu,Gujarat,heritage_information
kya aap mujhe bharatiya sanskriti ke bare me bata sakte ho,hi,,heritage_information
What stocks should I buy,en,,unknown
who built somnath mandir,gu,Gujarat,person_information
Can you explain blockchain to me,en,,unknown
Tell me about the Ranthambore Fort and tiger heritage,en,Rajasthan,heritage_information
humayun tomb kisne banaya,hi,Delhi,person_information
qutub minar kisne banaya,hi,Delhi,person_information
What is the Portuguese heritage in Goa,en,Goa,historical_period
gandhinagar ma swaminarayan mandir chhe kya,gu,Gujarat,location_information
Describe the cultural impact of Mahatma Gandhi,en,Gujarat,person_information
Who was Gulab Singh and Jammu heritage,en,Delhi,historical_period
ahmedabad ni old city vishe batavo,gu,Gujarat,heritage_information
tamilnadu la enna dekkalam,ta,Tamil Nadu,state_exploration
maharashtratil famous kille sang,mr,Maharashtra,heritage_information
What is the Pongal festival in Tamil Nadu,en,Tamil Nadu,festival_information
delhi ki street food heritage batao,hi,Delhi,heritage_information
dwarkadhish mandir no itihas janavo,gu,Gujarat,heritage_information
What is the Goa Carnival,en,Goa,festival_information
What is this application about,en,,greeting
Tell me about the Sun Temple in Gujarat,en,Gujarat,heritage_information
kutch ni bandhani vishe janavo,gu,Gujarat,craft_information
mujhe famous heritage places batao,hi,,state_exploration
What temples are in Tamil Nadu,en,Tamil Nadu,heritage_information
Tell me about artificial intelligence,en,,unknown
Tell me about the Solanki dynasty in Gujarat,en,Gujarat,historical_period
Tell me about the Vidarbha heritage,en,Maharashtra,heritage_information
How is Patan connected to Patola weaving,en,Gujarat,craft_information
jama masjid ahmedabad vishe janavo,gu,Gujarat,heritage_information
sikh itihas bare daso,pa,Punjab,historical_period
Tell me about Meenakshi Temple,en,Tamil Nadu,heritage_information
What are the UNESCO sites in Maharashtra,en,Maharashtra,heritage_information
madurai nila koyilgal enna,ta,Tamil Nadu,heritage_information
Tell me about Rajasthan forts and palaces,en,Rajasthan,heritage_information
ok su karo abhi,gu,,greeting
maharashtratil itihas kay aahe,mr,Maharashtra,historical_period
What happened at Sabarmati Ashram,en,Gujarat,heritage_information
Tell me about the beadwork of Kutch artisans,en,Gujarat,craft_information
Tell me about Rajasthan heritage,en,Rajasthan,state_exploration
What can you help me with,en,,greeting
punjab me konsi dance famous hai,hi,Punjab,festival_information
Describe the Mewar school of painting,en,Rajasthan,craft_information
Tell me about Tamil Nadu heritage,en,Tamil Nadu,state_exploration
me tamare sathe vartalaap karu chhu,gu,,greeting
Describe the Nagaur cattle fair tradition,en,Rajasthan,festival_information
What is Lippan Kaam art,en,Gujarat,craft_information
Tell me about the Asiatic Lion in Gir,en,Gujarat,heritage_information
rajkot ni heritage sites daso,gu,Gujarat,state_exploration
bharatanatyam kaise hota hai,hi,Tamil Nadu,heritage_information
gujarat na kai forts chhe,gu,Gujarat,heritage_information
Who built Modhera Sun Temple,en,Gujarat,person_information
Tell me about the Sikh Gurus and Punjab,en,Punjab,historical_period
Tell me about climate change,en,,unknown
rajasthan ke prasiddh kile batao,hi,Rajasthan,heritage_information
rajkot no darbargadh vishe janavo,gu,Gujarat,heritage_information
rajkot ma kai heritage places chhe,gu,Gujarat,state_exploration
What can I explore in Maharashtra,en,Maharashtra,state_exploration
Tell me about the Chandela dynasty,en,Madhya Pradesh,historical_period
Tell me about the Wankaner Palace,en,Gujarat,heritage_information
Who was Bahadur Shah Zafar and Delhi,en,Delhi,person_information
Describe Chandni Chowk market,en,Delhi,heritage_information
What is the significance of Anandpur Sahib,en,Punjab,location_information
Describe Blue Pottery of Jaipur,en,Rajasthan,craft_information
What are good career options,en,,unknown
amber fort kisne banaya,hi,Rajasthan,person_information
What is Bhangra dance,en,Punjab,festival_information
vadodara ma kai jova lakhay chhe,gu,Gujarat,state_exploration
What is the Khajuraho Dance Festival,en,Madhya Pradesh,festival_information
नमस्ते कैसे हैं,hi,,greeting
rain time ma kya jaiye,gu,,unknown
Describe the Khajuraho sculpture tradition,en,Madhya Pradesh,craft_information
Can you write a poem,en,,unknown
gujarat ma kai pilgrimage places chhe,gu,Gujarat,heritage_information
somnath thi dwarka ketla km che,gu,Gujarat,location_information
palitana ni temples vishe janavo,gu,Gujarat,heritage_information
What is the history of Humayun Tomb,en,Delhi,heritage_information
